ID,Date,Item #,Description,Category,Qty,Retail,Subtotal,Discount
11431,2021-11-13,210000002993,"EVO, Bicycle Stand Holder, Bikes: 1, Black",Product,1,$75.00,$75.00,$0.00
11432,2021-11-13,210000003992,Devinci Cartier Altus 8s LG PoweRed,Product,1,$850.00,$850.00,$0.00
11435,2021-11-16,210000003326,"49N 26""-29"" ALLOY STAY DISC ST",Product,1,$35.00,$35.00,$0.00
11436,2021-11-16,210000002109,RIM TAPE,Product,2,$5.00,$10.00,$0.00
11436,2021-11-16,210000004119,"26"" x 1 3/8"" Tube (SV) 33mm",Product,2,$7.00,$14.00,$0.00
11436,2021-11-16,210000000125,Install Tube,Labour,2,$5.00,$10.00,$0.00
11438,2021-11-17,210000004126,49N FORMFIT ERGO 142 - MEMORY FOAM SADDLE,Product,1,$47.00,$47.00,$0.00
11439,2021-11-17,210000003976,SUNRACE SUNRACE RS 2 X 10-SPEED FRONT DERAILLEUR,Product,1,$32.00,$32.00,$0.00
11440,2021-11-18,210000000000, (Nipple),Labour,2,$0.50,$1.00,$0.00
11440,2021-11-18,210000000000, (Rear Wheel Repair),Labour,1,$15.00,$15.00,$0.00
11442,2021-11-19,210000000428,"Chamois Butt'R, Her, tube, 8oz",Product,1,$33.00,$33.00,$0.00
11449,2021-11-19,210000000000, (Gift Card Purchase 16469421964 (150 CAD)),Quote,1,$0.00,$0.00,$0.00
11450,2021-11-25,210000003298,"Abus, Ultimate, U-Lock and cable, 160mm x 230mm (14mm x 6.3'' x 9''), 10mm x 120cm (10mm x 4') cable, With USH bracket",Product,1,$90.00,$90.00,$0.00
11451,2021-11-19,210000003211,"Goodyear, Transit Tour, Tire, 700x35C, Wire, Clincher, Dynamic:Silica4, S3: Shell, 60TPI, Black",Product,1,$55.00,$55.00,$0.00
11454,2021-11-19,210000003398,WLP DRY CHAIN LUBE 120ML,Product,1,$15.00,$15.00,$0.00
11455,2021-11-19,210000003489,FIXTURE MIPS MAT BLACK,Product,1,$90.00,$90.00,$0.00
11456,2021-11-19,210000000000," (Work order #3020, Item: KHS Alite 50 Red / M
Warranty Tune Check drive train over. Chain keeps falling off Gearing is out a bit)",Quote,1,$0.00,$0.00,$0.00
11457,2021-11-20,210000003750,26 x 1.50-2.10 SV TUBE,Product,1,$8.00,$8.00,$0.00
11457,2021-11-20,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
11457,2021-11-20,210000000087,Adjust Front *V-Brake*,Labour,1,$15.00,$15.00,$0.00
11458,2021-11-20,210000003370,"EVO, Presta, Tube, Length: 48mm, 700C, 23-25C",Product,1,$9.00,$9.00,$0.00
11458,2021-11-20,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
11459,2021-11-20,210000003877,CRUZ MATTE GRY S/M,Product,1,$80.00,$80.00,$0.00
11460,2021-11-20,210000003344,CRABRO SPEEDIER LVR BLK PKG(1),Product,2,$4.18,$8.36,$0.00
11461,2021-11-23,210000004279,ENDURA MEN'S GV500 FOYLE SHORTS L,Product,1,$85.00,$85.00,$0.00
11462,2021-11-23,210000002947,49N STD 700C x 35-50MM S/V40,Product,1,$8.00,$8.00,$0.00
11462,2021-11-23,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
11464,2021-11-23,210000000000," (Work order #3010, Item: Fat Wheel 
Add stans sealant
4 oz added 
we just re did the tubeless ourselves so this is covered
)",Quote,1,$0.00,$0.00,$0.00
11464,2021-11-23,210000003721,Kickr Core Wahoo Smart Trainer,Product,1,"$1,300.00","$1,300.00",$0.00
11464,2021-11-23,210000003335,SRAM PG-1130 11S CASS 11-32T,Product,1,$120.00,$120.00,$0.00
11465,2021-11-23,210000000229,JAG MTN SPRT SLK SS BRK 100PCS,Product,1,$5.00,$5.00,$0.00
11467,2021-11-23,210000002016,MAMMOTH FLIP PUMP BLACKBURN,Product,1,$65.00,$65.00,$0.00
11467,2021-11-23,210000003397,WLP WET CHAIN LUBE 120ML,Product,1,$15.00,$15.00,$0.00
11468,2021-11-24,210000000000," (Work order #3023, Item: Trek Madone  BLK PRPL
SHIFT CABLES AND HOUSING 
SEE THAT DRIVETRAIN WORKS WELL CHAIN IS AT ABOUT 70 % WEAR BUT NO CHAINS IN STOCK TO REPLACE IT WITH . )",Quote,1,$0.00,$0.00,$0.00
11468,2021-11-24,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
11468,2021-11-24,210000003554,49N CARTRIDGE STYLE ROAD BRAKE PADS,Product,2,$15.00,$30.00,$0.00
11468,2021-11-24,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
11468,2021-11-24,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
11469,2021-11-24,210000003940,Tube 700 x 35-43c SV,Product,1,$8.00,$8.00,$0.00
11469,2021-11-24,210000003460,"Selle Royal, Journey Cruiser, Saddle, 275mm x 252mm, Unisex, 970g, Black",Product,1,$65.00,$65.00,$0.00
11470,2021-11-24,210000000000," (Work order #3017, Item: Brodie Sauce sil/blue
silver tune, rebuild fork

Called 11/23/21)",Quote,1,$0.00,$0.00,$0.00
11470,2021-11-24,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
11470,2021-11-24,210000000000," (fork rebuild,oil)",Labour,1,$50.00,$50.00,$0.00
11470,2021-11-24,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
11470,2021-11-24,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,4,$1.00,$4.00,$0.00
11470,2021-11-24,210000000953,TEKTRO TR160-2 160MM 6-BLT RTR,Product,1,$21.00,$21.00,$0.00
11470,2021-11-24,210000004120,Pully Silver Alloy Sealed,Product,1,$30.00,$30.00,$0.00
11471,2021-11-25,210000004223,"Mirrycle, Incredibell Trail Bell, Bell, Black",Product,1,$35.00,$35.00,$0.00
11473,2021-11-25,210000002770,"49N STD 27.5 x 1.95-2.4"" P/V48",Product,1,$9.00,$9.00,$0.00
11473,2021-11-25,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
11474,2021-11-26,210000004235,SUPER B BMX CHAIN TOOL,Product,1,$30.00,$30.00,$0.00
11474,2021-11-26,210000003291,"SRAM, PC 951, 9sp chain, 114 links, Powerlink",Product,1,$30.00,$30.00,$0.00
11475,2021-11-26,210000004235,SUPER B BMX CHAIN TOOL,Product,-1,$30.00,-$30.00,$0.00
11475,2021-11-26,210000004234,SUPER B 2-IN-1 MASTER LINK PLIERS,Product,1,$24.00,$24.00,$0.00
11476,2021-11-26,210000001895,24 X 1.50-2.00 SV(35) TUBE,Product,1,$7.00,$7.00,$0.00
11478,2021-11-26,210000003398,WLP DRY CHAIN LUBE 120ML,Product,1,$15.00,$15.00,$0.00
11478,2021-11-26,210000004038,WPL Forkboost Lube 120ml,Product,1,$15.00,$15.00,$0.00
11478,2021-11-26,210000000428,"Chamois Butt'R, Her, tube, 8oz",Product,1,$33.00,$33.00,$0.00
11478,2021-11-26,210000000000, (Gift Card Purchase 01102602021001 (75 CAD)),Quote,1,$0.00,$0.00,$0.00
11479,2021-11-26,210000002771,49N STD 700C x 23-28MM P/V48,Product,1,$8.00,$8.00,$0.00
11480,2021-11-26,210000000000," (Work order #3024, Item: canyon rd bike black
silver tune 
brakes squeaking 

Called 11/26/21)",Quote,1,$0.00,$0.00,$0.00
11480,2021-11-26,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
11480,2021-11-26,210000004058,Brake Pad Disc M515,Product,1,$20.00,$20.00,$0.00
11481,2021-11-26,210000004090,"EVO, Latitude Trike, Adult Tricycle, Navy",Product,1,$800.00,$800.00,$0.00
11481,2021-11-26,210000003542,PACE CAMO MATTE THD S/M,Product,1,$90.00,$90.00,$9.00
11482,2021-11-26,210000000000," (Work order #3022, Item: Minelli Blue
Silver tune Add water bottle cage Already picked up water bottle)",Quote,1,$0.00,$0.00,$0.00
11482,2021-11-26,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
11482,2021-11-26,210000001869,49 ALLOY WATERBOTTLE CAGE-BLK,Product,1,$11.00,$11.00,$0.00
11482,2021-11-26,210000002715,PODIUM 24OZ BLACK,Product,1,$20.00,$20.00,$0.00
11482,2021-11-26,210000001477,"SRAM, PC-830, 8sp chain, 114 links, Powerlink",Product,1,$20.00,$20.00,$0.00
11482,2021-11-26,210000003374,49N CANTILEVER PADS 70MM,Product,2,$8.00,$16.00,$0.00
11482,2021-11-26,210000004116,Arm 170mm Left Blk Alloy Diamond Hole,Product,1,$15.00,$15.00,$0.00
11482,2021-11-26,210000000000, (SHIMANO SQR TP BB 68 - 117.5 192790619224 ),Labour,1,$20.00,$20.00,$0.00
11483,2021-11-26,210000000000," (Work order #3025, Item: Rocky Mountain Dirt Jumper White )",Quote,1,$0.00,$0.00,$0.00
11483,2021-11-26,210000001601,49N - DLX ALLOY SEATPOST,Product,1,$26.00,$26.00,$0.00
11483,2021-11-26,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,5,$1.00,$5.00,$0.00
11483,2021-11-26,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
11484,2021-11-26,210000002763,"49N STD 24 x 1.50-1.95"" S/V40",Product,1,$7.00,$7.00,$0.00
11485,2021-11-27,210000003952,ALUMINUM PLATEFORM PEDAL,Product,1,$40.00,$40.00,$0.00
11485,2021-11-27,210000004197,"EVO, Ergo Classic Grips, Lock-On, 131mm, Brown",Product,1,$25.00,$25.00,$0.00
11486,2021-11-27,210000003370,"EVO, Presta, Tube, Length: 48mm, 700C, 23-25C",Product,1,$9.00,$9.00,$0.00
11487,2021-11-27,210000000000," (Work order #2855, Item: Norco Bronze
Silver tune Repair rear derailleur Call with quote
called left message 2021-11-27
Scott Flanagan will pick up bike. )",Quote,1,$0.00,$0.00,$0.00
11487,2021-11-27,210000000000, (Used derailleur hanger #27),Labour,1,$20.00,$20.00,$0.00
11487,2021-11-27,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
11492,2021-11-30,210000003750,26 x 1.50-2.10 SV TUBE,Product,1,$8.00,$8.00,$0.00
11494,2021-11-30,210000000000," (Work order #3026, Item: Norco Pinacle  Blue 
crank replace 
chain 
front tire )",Quote,1,$0.00,$0.00,$0.00
11494,2021-11-30,210000001477,"SRAM, PC-830, 8sp chain, 114 links, Powerlink",Product,1,$20.00,$20.00,$0.00
11494,2021-11-30,210000004116,Arm 170mm Left Blk Alloy Diamond Hole,Product,1,$15.00,$15.00,$0.00
11494,2021-11-30,210000002215,spoke,Product,1,$2.00,$2.00,$0.00
11494,2021-11-30,210000003549,WHEELS MFG JAR O’ PLUGS – HANDLEBAR END PLUGS,Product,1,$2.50,$2.50,$0.00
11495,2021-11-30,210000000000," (Work order #2768, Item: Cannondale Olive
Replace front fork as per Ben
FORK ON ORDER FROM LTP 2021-11-18 TM )",Quote,1,$0.00,$0.00,$0.00
11495,2021-11-30,210000002185,RS 30S-TK 26QR STR CL 100 R/D,Product,1,$245.00,$245.00,$0.00
11495,2021-11-30,210000004272,CANE CREEK 40 SERIES COMPLETE ZS49/28.6 - ZS49/30,Product,1,$100.00,$100.00,$35.00
11496,2021-11-30,210000002947,49N STD 700C x 35-50MM S/V40,Product,1,$8.00,$8.00,$0.00
11496,2021-11-30,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
11497,2021-11-30,210000000000," (Work order #3027, Item: Supercycle Phantom Red/Blk
Repair or replace BB keep around $60.00)",Quote,1,$0.00,$0.00,$0.00
11497,2021-11-30,210000004137,Cartridge BB 115/68 mm Alloy Cups,Product,1,$25.00,$25.00,$0.00
11497,2021-11-30,210000000079,Install Sealed BB *Sealed Cartridge*,Labour,1,$30.00,$30.00,$0.00
11499,2021-12-01,210000003794,"EVO, NiteBright 240/100, Light, Set, Black",Product,1,$60.00,$60.00,$0.00
11501,2021-12-01,210000003793,"EVO, NiteBright 100, Light, Rear, Black",Product,1,$32.00,$32.00,$0.00
11502,2021-12-01,210000004192,"Mirrycle, Mirror For MTB/ Hybrids",Product,1,$30.00,$30.00,$0.00
11503,2021-12-01,210000003720,49N TREKKING PEDALS - RESIN,Product,1,$30.00,$30.00,$0.00
11503,2021-12-01,210000003344,CRABRO SPEEDIER LVR BLK PKG(1),Product,1,$11.00,$11.00,$0.00
11504,2021-12-01,210000003894,SMOOTHIE LADIES GRAY,Product,1,$610.00,$610.00,$0.00
11504,2021-12-01,210000001072,"Nantucket, Lightship, Classic Basket, 12''X7.5''X9'', Stained",Product,1,$95.00,$95.00,$9.50
11505,2021-12-01,210000003181,Smoothie Fender Kit,Product,1,$30.00,$30.00,$0.00
11505,2021-12-01,210000003807,"Basil, Portland Bell, Bell, 55mm, Copper",Product,1,$30.00,$30.00,$3.00
11506,2021-12-01,210000003229,kmc z6 5/6 speed grey,Product,1,$20.00,$20.00,$0.00
11508,2021-12-02,210000003457,"EVO, SV, Tube, Schrader, Length: 48mm, 27.5'', 2.00-2.40",Product,1,$8.00,$8.00,$0.00
11508,2021-12-02,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
11509,2021-12-02,210000000000," (Work order #3028, Item: Trek Marlin 5 Blk
Replace seals in fork. (supplied))",Quote,1,$0.00,$0.00,$0.00
11509,2021-12-02,210000000000, (Fork Service),Labour,1,$50.00,$50.00,$0.00
11510,2021-12-02,210000000000," (Work order #3029, Item: Norco Fluid Grey
Gold tune Special Take 1"" off each side of handle bars Check front tube valve stem. Straighten if possible change if needed Clicking noise coming from the rear while riding )",Quote,1,$0.00,$0.00,$0.00
11510,2021-12-02,210000003398,WLP DRY CHAIN LUBE 120ML,Product,1,$15.00,$15.00,$0.00
11510,2021-12-02,210000000647,GOLD TUNE SPECIAL,Labour,1,$50.00,$50.00,$0.00
11510,2021-12-02,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,5,$1.00,$5.00,$0.00
11510,2021-12-02,210000000268,JAG SPT SLK SS SHFT SHIM,Product,1,$5.00,$5.00,$0.00
11510,2021-12-02,210000001637,PODIUM CHILL 24OZBLACK,Product,1,$25.00,$25.00,$0.00
11511,2021-12-02,210000003647,"Park Tool, DH-1, Dummy hub",Product,1,$17.39,$17.39,$0.00
11512,2021-12-02,210000000000," (Work order #3030, Item: Specialized 
Gold tune Special
grips recomanded
)",Quote,1,$0.00,$0.00,$0.00
11512,2021-12-02,210000000647,GOLD TUNE SPECIAL,Labour,1,$50.00,$50.00,$0.00
11512,2021-12-02,210000000660,"Muc-Off, Wet, Chain lubricant, 120ml",Product,1,$17.00,$17.00,$0.00
11512,2021-12-02,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
11512,2021-12-02,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
11512,2021-12-02,210000002215,spoke,Product,5,$2.00,$10.00,$0.00
11512,2021-12-02,210000004058,Brake Pad Disc M515,Product,1,$20.00,$20.00,$0.00
11512,2021-12-02,210000004031,ESI Plush Silicone Blk,Product,1,$30.00,$30.00,$0.00
11513,2021-12-02,210000004292,Rim R390 700c BLK Double Wall 32H,Product,1,$37.18,$37.18,$0.00
11513,2021-12-02,210000004284,"Eclypse, Novatec, F362TSBT-11, Hub, Rear, Alloy, 32H, 130mm QR axle, Cassette 8/9/10/11sp",Product,1,$20.29,$20.29,$0.00
11513,2021-12-02,210000002215,spoke,Product,32,$0.50,$16.00,$0.00
11520,2021-12-03,210000003229,kmc z6 5/6 speed grey,Product,-1,$20.00,-$20.00,$0.00
11520,2021-12-03,210000003230,kmc z8 7/8 speed aint rust,Product,1,$25.00,$25.00,$0.00
11521,2021-12-04,210000000000, (Gift Card Purchase 1460030467911 (75 CAD)),Quote,1,$0.00,$0.00,$0.00
11522,2021-12-04,210000004019,REAR SILVER  DISC 6 BOLTS 700C QR,Product,1,$86.00,$86.00,$0.00
11522,2021-12-04,210000003940,Tube 700 x 35-43c SV,Product,1,$8.00,$8.00,$0.00
11522,2021-12-04,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
11522,2021-12-04,210000003352,NiteBright™ 240 Headlight,Product,1,$32.00,$32.00,$0.00
11524,2021-12-04,210000000000, (Gift Card Purchase 00401202021001 (50 CAD)),Quote,1,$0.00,$0.00,$0.00
11524,2021-12-04,210000003398,WLP DRY CHAIN LUBE 120ML,Product,1,$15.00,$15.00,$0.00
11526,2021-12-04,210000003457,"EVO, SV, Tube, Schrader, Length: 48mm, 27.5'', 2.00-2.40",Product,1,$8.00,$8.00,$0.00
11526,2021-12-04,210000000125,Install Tube,Labour,1,$10.00,$10.00,$0.00
11526,2021-12-04,210000002215,spoke,Product,1,$2.00,$2.00,$0.00
11527,2021-12-04,210000003392,Bryton smart rider 330E,Product,1,$160.00,$160.00,$32.00
11528,2021-12-04,210000000000," (Work order #3018, Item: Cannondale Road Blk
Add seat post and saddle  Add tubular tires C13 Saddle on order)",Quote,1,$0.00,$0.00,$0.00
11528,2021-12-04,210000000291,SUNRACE MFR2A F/WHL 14-24 6SPD,Product,1,$25.00,$25.00,$0.00
11528,2021-12-04,210000002019,SPRINTER GATORSKIN 28 TUB DURASKIN,Product,2,$135.00,$270.00,$0.00
11528,2021-12-04,210000001601,49N - DLX ALLOY SEATPOST,Product,1,$26.00,$26.00,$0.00
11528,2021-12-04,210000000363,SILVER TUNE UP,Labour,1,$70.00,$70.00,$0.00
11528,2021-12-04,210000000000," (Work order #3019, Item: cannondale MTB blk/grn
Add headset spacer Bronze tune)",Quote,1,$0.00,$0.00,$0.00
11528,2021-12-04,210000000064,Bike Wash Bolt Tighten,Product,1,$35.00,$35.00,$0.00
11528,2021-12-04,210000000000, (Headset Spacer),Labour,1,$2.00,$2.00,$0.00
11528,2021-12-04,210000004288,RIM TAPE ZEFAL TUBULAR SELF ADHESIVE,Product,1,$15.00,$15.00,$0.00
11528,2021-12-04,210000004281,"Brooks, C13 Carved All Weather, Saddle, 275 x 145mm, 280g, Black",Product,1,$310.00,$310.00,$0.00
11529,2021-12-07,210000004130,26 x 1.95 Kenda Kross Plus Black Skin,Product,1,$35.00,$35.00,$0.00
11529,2021-12-07,210000003750,26 x 1.50-2.10 SV TUBE,Product,1,$8.00,$8.00,$0.00
11529,2021-12-07,210000000124,Install Tire,Labour,1,$5.00,$5.00,$0.00
11530,2021-12-07,210000003918,"Garmin, Edge 830 Unit, Computer, GPS:  Black",Product,1,$550.00,$550.00,$0.00
11531,2021-12-07,210000000000, (Front QR),Labour,1,$10.00,$10.00,$0.00
11532,2021-12-08,210000003921,Devinci Milano Disc Altus 8s MDBlk,Product,1,$864.72,$864.72,$112.41
11533,2021-12-08,210000002770,"49N STD 27.5 x 1.95-2.4"" P/V48",Product,2,$8.00,$16.00,$0.00
11535,2021-12-09,210000002736,ZAFFIRO PRO HOME TRAINER 23-622 FOLD RED,Product,1,$58.00,$58.00,$0.00
11536,2021-12-09,210000000000," (Work order #3035, Item: 2020 Blackbird Altus 24s LG Funky Orange SM036454
Warranty Tune)",Quote,1,$0.00,$0.00,$0.00
11536,2021-12-09,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,3,$1.00,$3.00,$0.00
11536,2021-12-09,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
11536,2021-12-09,210000000231,JAG SPT CGX-SL BRK OUT 50M BLK,Product,6,$1.00,$6.00,$0.00
11536,2021-12-09,210000000229,JAG MTN SPRT SLK SS BRK 100PCS,Product,2,$5.00,$10.00,$0.00
11536,2021-12-09,210000004081,KMC 8 Speed Chain Z8.1 118 Links,Product,1,$25.00,$25.00,$0.00
11536,2021-12-09,210000003249,SUNRACE FDM2A FD BP 28.6/31.8,Product,1,$16.00,$16.00,$0.00
11536,2021-12-09,210000000000, (USED CRANK),Labour,1,$20.00,$20.00,$0.00
11536,2021-12-09,210000002957,PickUp & Delivery,Product,1,$25.00,$25.00,$0.00
11537,2021-12-09,0,Devinci Riff Deore 10s MD White (1221),Special Order,1,"$1,221.00","$1,221.00",$158.73
11537,2021-12-09,210000003575,SOURCE MIPS W MAT CHALK/URCHN M,Product,1,$170.00,$170.00,$34.00
11537,2021-12-09,210000004129,"Zéfal, Aluplast 124, Bottle Cage, Black",Product,1,$8.00,$8.00,$1.60
11537,2021-12-09,210000003793,"EVO, NiteBright 100, Light, Rear, Black",Product,1,$32.00,$32.00,$6.40
11537,2021-12-09,210000003532,"EVO, E-Tec GS-1, Free Standing Rack",Product,1,$32.00,$32.00,$6.40
11537,2021-12-09,210000001572,"Mirrycle, Brass Duet Bell, Chrome",Product,1,$20.00,$20.00,$4.00
11538,2021-12-09,210000004240,49N PACE CAGE MATTE BLACK,Product,1,$17.00,$17.00,$0.00
11539,2021-12-09,210000004004,Devinci Blackbird Altus 9s SM Purple Ghost,Product,1,$916.00,$916.00,$119.08
11540,2021-12-10,210000000000," (Work order #3034, Item: Trek 4300  Orange/Grey
Silver tune special Add supplied chain)",Quote,1,$0.00,$0.00,$0.00
11540,2021-12-10,210000000000,SILVER TUNE UP (Special),Labour,1,$50.00,$50.00,$0.00
11540,2021-12-10,210000002942,JAG BASIC LEX SHFT OUT BLK,Product,4,$1.00,$4.00,$0.00
11540,2021-12-10,210000000268,JAG SPT SLK SS SHFT SHIM,Product,2,$5.00,$10.00,$0.00
11540,2021-12-10,210000004193,"CatEye, Velo Wireless (Urban), Cyclocomputer, Black",Product,1,$65.00,$65.00,$0.00
11541,2021-12-10,210000003407,STRADAMASSA BLACK S,Product,1,$57.00,$57.00,$0.00
11542,2021-12-10,210000000000," (Work order #3037, Item: Wheels 
Tubeless setup)",Quote,1,$0.00,$0.00,$0.00
11542,2021-12-10,210000002110,TIRE SEALANT / 2 FL OZ,Product,4,$5.00,$20.00,$0.00
11542,2021-12-10,210000003770,Tubeless Setup,Product,2,$20.00,$40.00,$0.00
11543,2021-12-10,210000004034,WPL Tubeless Tire Sealant 250ml,Product,1,$20.00,$20.00,$0.00
11544,2021-12-10,210000004008,Devinci Milano Disc Altus 8s SM Black,Product,1,$864.72,$864.72,$112.41
11545,2021-12-10,210000002947,49N STD 700C x 35-50MM S/V40,Product,2,$8.00,$16.00,$0.00
11545,2021-12-10,210000002559,SCHWALBE HS-159 CITY TIRE 27 x 1-1/4,Product,2,$30.00,$60.00,$0.00
11546,2021-12-10,210000003370,"EVO, Presta, Tube, Length: 48mm, 700C, 23-25C",Product,1,$9.00,$9.00,$0.00
11546,2021-12-10,210000002736,ZAFFIRO PRO HOME TRAINER 23-622 FOLD RED,Product,1,$58.00,$58.00,$0.00
11546,2021-12-10,210000000124,Install Tire,Labour,1,$10.00,$10.00,$0.00
11546,2021-12-10,210000003942,Triathlon Bar 31.8mm Trans X,Product,1,$90.00,$90.00,$0.00
11547,2021-12-10,210000000000," (Work order #3036, Item: Mondraker Yellow
Front and rear Brake bleed)",Quote,1,$0.00,$0.00,$0.00
11547,2021-12-10,210000000095,Bleed Hydraulic Brake,Labour,1,$30.00,$30.00,$0.00
11547,2021-12-10,210000000095,Bleed Hydraulic Brake,Labour,1,$30.00,$30.00,$0.00
11547,2021-12-10,210000000093,True Rotor,Labour,1,$15.00,$15.00,$0.00
11547,2021-12-10,210000000000, (Piston Lube),Labour,1,$20.00,$20.00,$0.00
11548,2021-12-11,210000003793,"EVO, NiteBright 100, Light, Rear, Black",Product,1,$32.00,$32.00,$0.00
11550,2021-12-11,210000003372,"EVO, Presta, Tube, Length: 60mm, 700C, 28-32C",Product,2,$9.00,$18.00,$0.00
11551,2021-12-11,210000003629,VERCE MIPS MATTE MIDNIGHT UW,Product,1,$90.00,$90.00,$0.00
11552,2021-12-11,210000002384,49N STEM EXTENDER BLK,Product,1,$38.00,$38.00,$0.00
11553,2021-12-14,210000004174,"EVO, Compact, Stem, Diameter: 31.8mm, Length: 95mm, Steerer: 1-1/8'', Black",Product,1,$60.00,$60.00,$6.60
11553,2021-12-14,210000002770,"49N STD 27.5 x 1.95-2.4"" P/V48",Product,2,$9.00,$18.00,$0.00
11553,2021-12-14,210000000000, (T-Shirt XL),Labour,1,$20.00,$20.00,$0.00
11553,2021-12-14,210000000574,DND BLACK L,Product,1,$40.00,$40.00,$4.20
11554,2021-12-14,210000002730,KEEPER 12 LS,Product,1,$67.00,$67.00,$0.00
11555,2021-12-14,210000003326,"49N 26""-29"" ALLOY STAY DISC ST",Product,1,$35.00,$35.00,$5.25
11557,2021-12-15,210000000000, (Gift Card Purchase 01201502021001 (50 CAD)),Quote,1,$0.00,$0.00,$0.00
11557,2021-12-15,210000003397,WLP WET CHAIN LUBE 120ML,Product,1,$15.00,$15.00,$0.00
11557,2021-12-15,210000000428,"Chamois Butt'R, Her, tube, 8oz",Product,1,$33.00,$33.00,$0.00
11559,2021-12-15,0,ALITE 50 BLACK S/15 (F20001033),Special Order,1,$559.45,$559.45,$72.73
11561,2021-12-15,210000000000, (Gift Card Purchase 01201502021003 (50 CAD)),Quote,1,$0.00,$0.00,$0.00
11562,2021-12-15,210000000000," (Work order #3001, Item: Trek Blk
Replace pedals Repair flats as needed)",Quote,1,$0.00,$0.00,$0.00
11562,2021-12-15,210000000000," (Work order #3003, Item: fat bike wheel/tire black
rear axle service, check to see if it can even be serviced.  call quote.
inner race is broken and not repairable. TM )",Quote,1,$0.00,$0.00,$0.00
11562,2021-12-15,210000003952,ALUMINUM PLATEFORM PEDAL,Product,1,$40.00,$40.00,$0.00
11562,2021-12-15,210000003750,26 x 1.50-2.10 SV TUBE,Product,1,$8.00,$8.00,$0.00
11562,2021-12-15,210000002109,RIM TAPE,Product,1,$5.00,$5.00,$0.00
11563,2021-12-15,210000000000," (Work order #3042, Item: Bike Friday Red
True rear derailleur Replace as needed and hanger. Ensure rear axle is seated properly  True front and rear rotors 

Customer would prefer derailleur be changed out if possible)",Quote,1,$0.00,$0.00,$0.00
11563,2021-12-15,210000003988,Rear Derailleur 7/8/9 spd Short Cage,Product,1,$30.00,$30.00,$0.00
11563,2021-12-15,210000000093,True Rotor,Labour,1,$22.50,$22.50,$0.00
11563,2021-12-15,210000000093,True Rotor,Labour,1,$22.50,$22.50,$0.00
11563,2021-12-15,210000000101,Hanger True,Labour,1,$15.00,$15.00,$0.00
11563,2021-12-15,210000000099,Adjust Rear Derailleur,Labour,1,$15.00,$15.00,$0.00
11564,2021-12-15,210000003828,Hanger Dropout 187 Norco,Product,1,$41.00,$41.00,$6.15
11565,2021-12-16,210000000000, (Gift Card Purchase 01201502021002 (100 CAD)),Quote,1,$0.00,$0.00,$0.00
11566,2021-12-16,0,Devinci Hex Claris 16s MD Blue Andaman (SM054077),Special Order,1,"$1,100.00","$1,100.00",$143.00
11567,2021-12-16,210000004198,"Abus, Ultra 410  Cobra, U-Lock and cable, 12mm x 170mm x 230mm (12mm x 6.7'' x 9''), 10mm x 120cm (10mm x 4') cable",Product,3,$80.00,$240.00,$48.00
11568,2021-12-16,210000003750,26 x 1.50-2.10 SV TUBE,Product,2,$8.00,$16.00,$0.00
11569,2021-12-16,210000000000," (Work order #3040, Item: Trek  black
Gold Tune Special Add new tire Add bell)",Quote,1,$0.00,$0.00,$0.00
11569,2021-12-16,210000000647,GOLD TUNE SPECIAL,Labour,1,$50.00,$50.00,$0.00
11569,2021-12-16,210000003397,WLP WET CHAIN LUBE 120ML,Product,1,$15.00,$15.00,$0.00
11569,2021-12-16,210000003959,"CatEye,Wind PB-1000, Bell, Black",Product,1,$20.00,$20.00,$2.10
11569,2021-12-16,210000003291,"SRAM, PC 951, 9sp chain, 114 links, Powerlink",Product,1,$30.00,$30.00,$0.00
